198129;Aleutians: Cradle Of The Storms: World War II (Blu-ray);Magic Play;19.98;NR;Documentary;2011-04-12
237993;Alex Cross (Blu-ray);Summit Entertainment;14.99;PG-13;Action/Adventure;2013-02-05
200240;Alexander (2004/ Widescreen/ Revisited: The Unrated Final Cut/ Blu-ray w/ Green Lantern Movie Cash);Warner Brothers;19.98;UR;Action/Adventure;2011-05-10
257476;Alexander (2004/ Widescreen/ Revisited: The Unrated Final Cut/ Blu-ray w/ Movie Cash);Warner Brothers;14.98;UR;Action/Adventure;2014-02-04
247733;Alexander (2004/ Widescreen/ Revisited: The Unrated Final Cut/ Blu-ray w/ Movie Cash/ Old Version);Warner Brothers;14.98;UR;Action/Adventure;2013-06-25
115503;Alexander (2004/ Widescreen/ Revisited: The Unrated Final Cut/ Blu-ray);Warner Brothers;14.98;UR;Action/Adventure;2007-09-18
249152;Alexander (2004/ Widescreen/ Revisited: The Unrated Final Cut/ Blu-ray) / Braveheart (Blu-ray);Warner Brothers;19.98;VAR;Action/Adventure;2013-10-15
218642;Alexander (2004/ Widescreen/ Revisited: The Unrated Final Cut/ Blu-ray) / Troy (2004/ Blu-ray) / 300 (Blu-ray);Warner Brothers;19.98;VAR;Action/Adventure;2012-01-03
261332;Alexander (2004/ Widescreen/ The Ultimate Cut/ Theatrical Version/ 10th Anniversary/ Blu-ray w/ Digital Copy);Warner Brothers;49.99;R;Action/Adventure;2014-06-03
264202;Alexander (2004/ Widescreen/ The Ultimate Cut/ Theatrical Version/ Blu-ray);Warner Brothers;19.98;R;Action/Adventure;2014-06-03
205554;Alfano: Cyrano De Bergerac: Placido Domingo / Sondra Radvanovsky / Arturo Chacon Cruz (Blu-ray);Naxos;39.99;NR;Opera;2011-05-31
226616;Alfie Boe: Alfie (Blu-ray);Republic Records;26.98;NR;Music;2012-06-05
244747;Alfred Hitchcock: Essentials Collection (Blu-ray): Psycho (1960) / Rear Window (1954) / North By Northwest / Vertigo / Birds;Universal;79.98;VAR;Mystery/Suspense;2013-06-04
240961;Alfred Hitchcock: The Classic Collection (Blu-ray): Notorious / Rebecca / Spellbound;MGM/UA;59.99;NR;Mystery/Suspense;2013-03-12
233677;Alfred Hitchcock: The Masterpiece Collection (Limited Edition/ Blu-ray): Saboteur / Shadow Of A Doubt / Rope / Rear Window / ...;Universal;299.98;NR;Mystery/Suspense;2012-10-30
186696;Ali (Sha-ou/ Blu-ray);Sha-ou;33.98;R;Drama;2010-08-03
228702;Ali Isabella: Say You'll Be Mine (Audio Only Blu-ray & Hybrid SACD Combo);AIX Records;16.99;NR;Music;2012-06-26
266633;Ali: Fear Eats The Soul (Blu-ray/ Special Edition);Criterion Collection;39.95;NR;Foreign;2014-09-30
259146;Alice (1998/ Blu-ray);First Run Features;24.95;NR;Foreign;2014-04-15
174047;Alice (2009/ Lions Gate/ Blu-ray);Lions Gate;19.99;NR;Fantasy;2010-03-02
211173;Alice (2009/ Maple Pictures/ Blu-ray);Maple Pictures;25.95;NR;Fantasy;2010-04-13
187902;Alice Cooper: Good To See You Again, Live 1973: Billion Dollar Babies Tour (Blu-ray);Shout! Factory;21.98;NR;Music;2010-09-14
93580;Alice Cooper: Live At Montreux 2005 (DVD/CD Combo/ Blu-ray);Eagle Vision;19.98;NR;Music;2006-10-31
263347;Alice Cooper: Super Duper Alice Cooper (Blu-ray);Eagle Vision;19.98;NR;Music;2014-06-03
263322;Alice Cooper: Super Duper Alice Cooper (DVD & Blu-ray Combo w/ CD);Eagle Vision;69.98;NR;Music;2014-06-03
188632;Alice Cooper: Theatre Of Death: Live At Hammersmith 2009 (Blu-ray/CD Combo);Bigger Picture Group;24.98;NR;Music;2010-10-25
192314;Alice In Wonderland (1951/ 60th Anniversary Edition/ DVD & Blu-ray Combo);Buena Vista;26.5;G;Animation;2011-02-01
191022;Alice In Wonderland (2010/ Directed by Tim Burton/ 3-D/ DVD & Blu-ray Combo);Buena Vista;39.99;PG;Family;2010-12-07
180709;Alice In Wonderland (2010/ Directed by Tim Burton/ Blu-ray);Buena Vista;39.99;PG;Family;2010-06-01
182330;Alice In Wonderland (2010/ Directed by Tim Burton/ DVD & Blu-ray Combo w/ Digital Copy & Film Cell Photo Frame);Buena Vista;121.94;PG;Family;2010-06-01
180719;Alice In Wonderland (2010/ Directed by Tim Burton/ DVD & Blu-ray Combo w/ Digital Copy);Buena Vista;39.99;PG;Family;2010-06-01
198415;Alice In Wonderland (2010/ Directed by Tim Burton/ DVD & Blu-ray Combo);Buena Vista;20.0;PG;Family;2011-03-29
182336;Alice In Wonderland (2010/ Jeffrey H. Aikman Presents/ Blu-ray);Cinematronics;24.95;NR;Animation;2010-06-29
247174;Alicia Keys: VH1 Storytellers (Blu-ray/CD Combo);RCA Records;18.98;NR;Music;2013-06-25
200760;Alien (Blu-ray);Fox;19.99;R;SciFi;2011-05-10
197009;Alien 2: On Earth (Blu-ray);Midnight Legacy;29.95;R;Horror;2011-04-05
200763;Alien 3 (Blu-ray);Fox;16.99;R;SciFi;2011-05-10
187376;Alien Anthology (Blu-ray): Alien / Aliens / Alien3 / Alien: Resurrection;Fox;69.99;VAR;SciFi;2010-10-26
216327;Alien Armageddon (Blu-ray);Phase 4 Films;12.99;NR;SciFi;2011-12-06
224985;Alien Origin (Blu-ray);Asylum Home Entertainment;14.95;NR;SciFi;2012-06-12
226246;Alien Origin (Blu-ray/ Dist. by Gaiam);Asylum Home Entertainment;14.98;NR;SciFi;2012-12-11
200762;Alien Resurrection (Blu-ray);Fox;16.99;R;SciFi;2011-05-10
161342;Alien Trespass (Blu-ray);Image;14.98;PG;SciFi;2009-08-11
253009;Alien Uprising (2012/ Blu-ray);Phase 4 Films;29.99;R;SciFi;2013-12-17
253061;Alien Uprising (2012/ DVD & Blu-ray Combo w/ Digital Copy);Phase 4 Films;34.99;R;SciFi;2013-12-17
194458;Alien Vs. Ninja (Blu-ray);FUNimation;29.98;NR;Foreign;2011-02-22
219388;Alien Vs. Ninja (DVD & Blu-ray Combo);FUNimation;24.98;NR;Foreign;2012-02-21
200767;Aliens (Blu-ray);Fox;19.99;R;SciFi;2011-05-10
215187;Aliens In The Attic (Blu-ray w/ Digital Copy);Fox;19.99;PG;Action/Adventure;2011-10-11
168432;Aliens In The Attic (Special Edition/ Blu-ray);Fox;14.99;PG;Action/Adventure;2009-11-03
168412;Aliens In The Attic (Special Edition/ Blu-ray/ Rental Ready);Fox;39.99;PG;Action/Adventure;2009-11-03
229205;Aligned And Well: From The Shoulders Up (DVD/Blu-ray Disc Dual Format);Janson;14.95;NR;Exercise;2011-10-12
194565;All About Eve (1950/ 60th Anniversary Edition/ Blu-ray);Fox;34.99;NR;Drama;2011-02-01
209802;All About Eve (1950/ Blu-ray);Fox;19.99;NR;Drama;2011-08-30
170035;All About Steve (Blu-ray);Fox;14.99;PG-13;Comedy;2009-12-22
169952;All About Steve (Blu-ray/ Rental Ready);Fox;39.99;PG-13;Comedy;2009-12-22
264315;All Cheerleaders Die (Blu-ray);Image;29.97;NR;Horror;2014-07-22
199251;All Dogs Go To Heaven (Blu-ray);MGM/UA;14.99;G;Animation;2011-03-29
234126;All Dogs Go To Heaven (Blu-ray) / The Pebble And The Penguin (Blu-ray);MGM/UA;19.99;G;Animation;2012-10-09
199176;All Dogs Go To Heaven 2 (Blu-ray);MGM/UA;14.99;G;Animation;2011-03-29
196313;All Good Things (Blu-ray);Magnolia Pictures;19.98;R;Suspense/Thriller;2011-03-29
186556;All Hell Broke Loose (Blu-ray);North American Motion Pictures;19.98;PG-13;Western;2010-09-21
251616;All Is Bright (Blu-ray);Anchor Bay;29.99;R;Comedy;2013-11-19
256409;All Is Lost (Blu-ray w/ Digital Copy);Lions Gate;29.99;PG-13;Action/Adventure;2014-02-11
261796;All My Friends: Celebrating The Songs & Voice Of Gregg Allman (Blu-ray);Rounder Records;24.98;NR;Music;2014-05-06
261789;All My Friends: Celebrating The Songs & Voice Of Gregg Allman (Blu-ray/CD Combo);Rounder Records;35.98;NR;Music;2014-05-06
221480;All Quiet On The Western Front (1930/ DVD & Blu-ray Combo w/ Digital Copy);Universal;26.98;NR;War;2012-02-14
225373;All Screwed Up (1974/ Blu-ray);Kino;29.95;R;Foreign;2012-06-12
236600;All Superheroes Must Die (Blu-ray);Image;17.97;NR;Action/Adventure;2013-01-29
262056;All That Heaven Allows (DVD & Blu-ray Combo);Criterion Collection;39.95;NR;Drama;2014-06-10
265070;All That Jazz (Criterion Collection/ DVD & Blu-ray Combo);Criterion Collection;39.95;R;Musical;2014-08-26
253090;All The Boys Love Mandy Lane (Anchor Bay/ Blu-ray);Anchor Bay;24.99;R;Horror;2013-12-03
98949;All The King's Men (2006/ Blu-ray);Columbia/Tri-Star;14.99;PG-13;Drama;2006-12-19
251667;All The President's Men (40th Anniversary Edition/ Blu-ray);Warner Brothers;19.98;R;Drama;2013-11-12
219258;All The President's Men (Blu-ray);Warner Brothers;19.98;PG;Drama;2012-01-10
192443;All The President's Men (Blu-ray/ DigiBook);Warner Brothers;24.98;PG;Drama;2011-02-15
200757;All The Right Moves (Blu-ray);Fox;14.99;R;Drama;2011-05-03
170609;All The Right Noises (Blu-ray);BFI;79.98;NR;Comedy;2009-11-10
219808;All Things Fall Apart (Blu-ray);Image;17.97;R;Drama;2012-02-14
219440;All's Faire In Love (Blu-ray);Hannover House;9.97;PG-13;Comedy;2012-09-25
219425;All's Faire In Love (DVD & Blu-ray w/Digital Copy);Hannover House;24.95;PG-13;Comedy;2012-02-07
195042;All-Star Superman (Blu-ray);Warner Brothers;24.98;PG;Animation;2011-02-22
215021;Alleged (Blu-ray);Image;29.97;NR;Drama;2011-11-08
236367;Allegiance (DVD & Blu-ray Combo);XLrator;24.99;R;Action/Adventure;2013-01-15
257858;Allegri: Miserere: Tallis Scholars (Audio Only Blu-ray w/ CD);Gimell;31.98;NR;Music;2014-01-14
266199;Allman Brothers Band: The 1971 Fillmore East Recordings (Audio-Only Blu-ray);Mercury Records;99.98;NR;Music;2014-07-29
200117;Almighty Thor (Blu-ray);Asylum Home Entertainment;34.95;NR;Action/Adventure;2011-05-24
212954;Almost Famous (DreamWorks/ Untitled: The Bootleg Cut/ Director's Edition/ Blu-ray);DreamWorks;22.99;NR;Comedy/Drama;2011-10-04
240139;Almost Famous (DreamWorks/ Untitled: The Bootleg Cut/ Director's Edition/ Blu-ray/ Checkpoint);DreamWorks;22.99;NR;Comedy/Drama;2011-10-04
238918;Almost Famous (Warner Brothers/ Untitled: The Bootleg Cut/ Director's Edition Blu-ray);Warner Brothers;14.98;UR;Comedy/Drama;2013-01-08
264639;Almost Human (2013/ Blu-ray);IFC;29.98;NR;Horror;2014-06-17
264046;Aloha, Bobby And Rose (Timeless Multimedia/ DVD & Blu-ray Combo);Timeless Multimedia;9.99;PG;Drama;2014-07-29
227640;Alonzo King Lines Ballet: Triangle Of The Squinches (Blu-ray);Arthaus Musik;39.99;NR;Ballet;2012-05-29
193646;Alpha And Omega (DVD & Blu-ray Combo w/ Digital Copy);Lions Gate;14.99;PG;Animation;2011-01-11
183578;Alpha Dog (Widescreen/ Blu-ray);Universal;14.98;R;Drama;2010-07-13
196490;Alpha Dog (Widescreen/ Blu-ray) / Assault On Precinct 13 (2005/ Widescreen/ Blu-ray);Universal;14.98;R;Action/Adventure;2011-03-22
206158;Alpha Dog (Widescreen/ DVD & Blu-ray Combo);Universal;14.98;R;Drama;2011-06-28
265111;Alpha House (2013/ Blu-ray);Anderson Merchandisers;49.99;NR;TV Classics;2014-09-16
169273;Alphabet Killer (Blu-ray);Anchor Bay;17.98;R;Thriller;2009-12-08
139589;Alps: IMAX (Blu-ray);Image;17.97;NR;Documentary;2008-09-09
176779;Alter Bridge: Alter Bridge Live From Amsterdam (Blu-ray);DC3 Music Group;19.98;NR;Music;2011-01-11
224107;Alter Bridge: Live At Wembley (Blu-ray);DC3 Music Group;19.98;NR;Music;2012-03-26
262715;Alter Bridge: Live In Milan (Blu-ray/CD Combo);DC3 Music Group;19.95;NR;Music;2014-06-03
226007;Altered States (Blu-ray);Warner Brothers;19.98;R;SciFi;2012-07-10
186217;Altitude (Blu-ray);Anchor Bay;19.99;R;Horror;2010-10-26
241893;Alvin And The Chipmunks (Blu-ray) / Alvin And The Chipmunks: The Squeakquel (Blu-ray);Fox;24.99;PG;Animation;2013-03-05
130705;Alvin And The Chipmunks (Fox/ Blu-ray);Fox;19.99;PG;Family;2008-04-01
215164;Alvin And The Chipmunks (Fox/ DVD & Blu-ray Combo w/ Digital Copy);Fox;19.99;PG;Family;2011-10-11
251614;Alvin And The Chipmunks 1, 2 & 3 (Blu-ray): Alvin and the Chipmunks / The Squeakquel / Chipwrecked;Fox;34.99;VAR;Animation;2013-10-08
223644;Alvin And The Chipmunks: Chipwrecked (Blu-ray/ Rental Ready);Fox;39.99;G;Animation;2012-03-27
223225;Alvin And The Chipmunks: Chipwrecked (DVD & Blu-ray Combo w/ Digital Copy);Fox;19.99;G;Animation;2012-03-27
231802;Alvin And The Chipmunks: Christmas With The Chipmunks (Blu-ray);Bagdassarian Productions;20.99;NR;Animation;2012-11-06
258097;Alvin And The Chipmunks: The Chipmunk Adventure (Bagdassarian Productions/ Special Edition/ DVD & Blu-ray Combo);Bagdassarian Productions;24.99;G;Animation;2014-03-25
176575;Alvin And The Chipmunks: The Squeakquel (Blu-ray/ Rental Ready);Fox;39.99;PG;Family;2010-03-30
176339;Alvin And The Chipmunks: The Squeakquel (DVD & Blu-ray Combo w/ Digital Copy);Fox;19.99;PG;Family;2010-03-30
254456;Amadeus (Warner Brothers/ Director's Cut/ Blu-ray w/ Gas Cash);Warner Brothers;19.98;R;Drama;2013-10-01
164788;Amadeus (Warner Brothers/ Special Edition/ Director's Cut/ Blu-ray);Warner Brothers;19.98;R;Drama;2009-09-15
149166;Amadeus (Warner Brothers/ Special Edition/ Director's Cut/ Blu-ray/ 3-Disc w/ Digital Copy/ DVD/CD Combo);Warner Brothers;34.99;R;Drama;2009-02-10
171376;Amadeus (Warner Brothers/ Special Edition/ Director's Cut/ Blu-ray/ Academy Awards Gold O-Sleeve);Warner Brothers;24.98;R;Drama;2010-02-02
194296;Amarcord (Blu-ray);Criterion Collection;39.95;NR;Foreign;2011-02-08
124136;Amateurs (2005/ First Look/ Blu-ray);First Look;19.98;R;Comedy;2008-02-12
244760;Amazing Adventures Of The Living Corpse (Blu-ray);Anchor Bay;19.99;R;Horror;2013-06-18
151001;Amazing Journeys: IMAX (Blu-ray);Razor Digital Entertainment;24.98;NR;Documentary;2009-05-12
233631;Amazing Spider-Man (Blu-ray 3D/ DVD & Blu-ray Combo w/ Digital Copy);Sony Pictures;55.99;PG-13;Fantasy;2012-11-09
244916;Amazing Spider-Man (Blu-ray/ 4K-Mastered);Sony Pictures;26.99;PG-13;Fantasy;2013-05-14
233651;Amazing Spider-Man (DVD & Blu-ray Combo w/ Digital Copy);Sony Pictures;26.99;PG-13;Fantasy;2012-11-09
233672;Amazing Spider-Man (Limited Edition/ Blu-ray 3D/ DVD & Blu-ray Combo w/ Digital Copy & Figurines);Sony Pictures;95.99;PG-13;Fantasy;2012-11-09
265957;Amazing Spider-Man 2 (Blu-ray 3D/ DVD & Blu-ray Combo w/ Digital Copy);Sony Pictures;45.99;PG-13;Action/Adventure;2014-08-19
266055;Amazing Spider-Man 2 (DVV & Blu-ray Combo w/ Digital Copy);Sony Pictures;40.99;PG-13;Action/Adventure;2014-08-19
220813;Amazing: The Offical 2010-11 BYU Basketball Documentary (DVD & Blu-ray Combo);Canasian Media;9.99;NR;Sports;2011-12-20
154425;Amazon: IMAX (Blu-ray);Image;17.97;NR;Documentary;2009-05-05
232183;Ambassador (2011/ Blu-ray);Image;29.97;NR;Foreign;2012-10-23
249916;Ambush At Cimarron Pass (Blu-ray);Olive Films;29.95;NR;Western;2013-09-24
251619;Ambushed (2013/ DVD & Blu-ray Combo);Anchor Bay;19.99;R;Action/Adventure;2013-11-12
173079;Amelia (Blu-ray);Fox;14.99;PG;Drama;2010-02-02
173210;Amelia (Blu-ray/ Rental Ready);Fox;39.99;PG;Drama;2010-02-02
186683;Amelie (Alliance Atlantis/ Blu-ray);Alliance Atlantis;51.98;R;Foreign;2010-08-03
206182;Amelie (Miramax Lions Gate/ Blu-ray);Miramax Lions Gate;9.99;R;Foreign;2011-07-19
262808;Amen. (Blu-ray);Cohen Media Group;34.98;NR;Foreign;2014-06-10
212281;Amer (Blu-ray);Olive Films;34.95;NR;Foreign;2011-10-04
217956;America In Primetime (Blu-ray);PBS;34.99;NR;Documentary;2012-01-17
188167;America Lost And Found: BBS Story Collection (Blu-ray): Head / Easy Rider / Five Easy Pieces / Drive, He Said / Safe Place / ...;Criterion Collection;124.95;NR;Drama;2010-11-23
223751;America Revealed (Blu-ray);PBS;34.99;NR;Documentary;2012-04-17
144314;America The Beautiful (2001/ Blu-ray);Concert Hot Spot;9.98;NR;Music;2008-10-21
194497;America The Beautiful (VAR/ Blu-ray/ 3-Disc);Madacy;17.97;NR;Documentary;2011-02-08
143404;America's Greatest Monuments: Washington D.C. (Blu-ray);Smithsonian;34.98;NR;Documentary;2008-09-23
209815;America: Live In Chicago (Blu-ray);Image;17.97;NR;Music;2011-09-06
237949;Americal Girl: McKenna Shoots For The Stars (DVD & Blu-ray Combo w/ Digital Copy);Universal;19.98;NR;Family;2013-02-19
192264;American (2009/ Blu-ray w/ Digital Copy);Universal;14.98;R;Action/Adventure;2010-12-28
177028;American Bandits: Frank And Jesse James (Blu-ray);E1 Entertainment;14.98;NR;Western;2010-05-18
224303;American Battleship (Blu-ray);Asylum Home Entertainment;24.95;NR;Action/Adventure;2012-05-22
186196;American Beauty (DreamWorks/ Sapphire Series/ Blu-ray);DreamWorks;22.99;R;Drama;2010-09-21
186222;American Beauty (DreamWorks/ Sapphire Series/ Blu-ray/ Checkpoint);DreamWorks;22.99;R;Drama;2010-09-21
238937;American Beauty (Warner Brothers/ Blu-ray);Warner Brothers;14.98;R;Drama;2013-01-08
247670;American Brawler (Blu-ray);Asylum Home Entertainment;19.93;NR;Action/Adventure;2013-08-27
144729;American Carol (Special Edition/ Blu-ray);Mpower Pictures;36.99;PG-13;Comedy;2008-12-30
232861;American Christmas Carol (Shout! Factory/ Blu-ray);Shout! Factory;16.99;NR;Fantasy;2012-10-09
159051;American Gangster (2007/ Unrated Extended Edition/ Blu-ray w/ Movie Money);Universal;29.98;UR;Drama;2009-06-23
206314;American Gangster (2007/ Unrated Extended Edition/ DVD & Blu-ray Combo w/ Digital Copy);Universal;14.98;R;Drama;2011-06-28
143811;American Gangster (2007/ Unrated Extended Version/ Blu-ray/ Old Version);Universal;14.98;UR;Drama;2008-10-14
264678;American Girl: Isabelle Dances Into The Spotlight (Blu-ray);Universal;26.98;NR;Family;2014-07-22
245612;American Girl: Saige Paints The Sky (Blu-ray);Universal;26.98;NR;Family;2013-07-02
200227;American Graffiti (Special Edition/ Blu-ray);Universal;19.98;PG;Comedy;2011-05-31
223808;American Graffiti (Universal 100th Anniversary Edition/ DVD & Blu-ray Combo w/ Digital Copy);Universal;19.98;PG;Comedy;2012-01-10
248778;American Hippie In Israel (Limited Edition/ DVD & Blu-ray Combo);Grindhouse Releasing;34.95;R;Action/Comedy;2013-09-10
151758;American History X (Blu-ray);New Line;14.97;R;Drama;2009-04-07
199058;American History X (Blu-ray) / A History Of Violence (Blu-ray);Warner Brothers;19.98;R;Drama;2011-06-07
231565;American History X (Blu-ray) / History Of Violence (Blu-ray) / True Romance (Blu-ray);Warner Brothers;19.98;R;VAR;2012-11-13
231054;American Horror Story: The Complete 1st Season (Blu-ray);Fox;49.99;NR;TV Classics;2012-09-25
250841;American Horror Story: The Complete 2nd Seasons: Asylum (Blu-ray);Fox;49.99;NR;TV Classics;2013-10-08
258449;American Hustle (DVD & Blu-ray Combo w/ Digital Copy);Sony Pictures;40.99;R;Drama;2014-03-18
153819;American In Paris (Warner Brothers/ Blu-ray);Warner Brothers;19.98;G;Musical;2009-03-31
171388;American In Paris (Warner Brothers/ Blu-ray/ Academy Awards Gold O-Sleeve);Warner Brothers;19.98;G;Musical;2010-02-02
262112;American Made Movie (DVD & Blu-ray Combo);Virgil Films and Entertainment;29.99;G;Documentary;2014-05-20
244551;American Mary (Blu-ray);XLrator;20.99;R;Horror;2013-06-18
235703;American Masters: Inventing David Geffen (Blu-ray);PBS;29.99;NR;Documentary;2013-01-08
226447;American Masters: Johnny Carson: King Of Late Night (Blu-ray);PBS;29.99;NR;Documentary;2012-07-17
266509;American Muscle (Blu-ray);Well Go USA;29.98;NR;Action/Adventure;2014-09-30
260789;American Pie (Widescreen/ Unrated Version/ Blu-ray w/ Digital Copy);Universal;14.98;UR;Comedy;2014-05-06
260223;American Pie (Widescreen/ Unrated Version/ DVD & Blu-ray Combo w/ Digital Copy);Universal;14.98;UR;Comedy;2014-04-15
222055;American Pie (Widescreen/ Unrated Version/ DVD & Blu-ray Combo w/ Digital Copy/ Old Version/ 03/2012 Release);Universal;14.98;UR;Comedy;2012-03-13
225617;American Pie (Widescreen/ Unrated Version/ DVD & Blu-ray Combo w/ Digital Copy/ Old Version/ 06/2012 Release);Universal;19.98;UR;Comedy;2012-06-05
222075;American Pie 2 (Widescreen/ Unrated Version/ DVD & Blu-ray Combo w/ Digital Copy);Universal;14.98;UR;Comedy;2012-03-13
170549;American Pie Presents: The Book Of Love (Blu-ray);Universal;14.98;R/UR;Comedy;2009-12-22
228913;American President (1995/ Blu-ray);Warner Brothers;19.98;PG-13;Comedy;2012-09-25
91350;American Psycho (TriMark/ Unrated Version/ Blu-ray);TriMark;9.99;UR;Suspense/Thriller;2007-02-06
228096;American Reunion [American Pie 4] (DVD & Blu-ray Combo w/ Digital Copy);Universal;19.98;UR;Comedy;2012-07-10
241569;American Son (Miramax Echo Bridge/ Blu-ray);Miramax Echo Bridge;14.99;R;Drama;2013-03-26
257417;American Tail (Blu-ray w/ Digital Copy);Universal;14.98;G;Animation;2014-03-04
164835;American Violet (Blu-ray);Image;17.97;PG-13;Drama;2009-10-13
222164;American Wedding (Widescreen/ Unrated Version/ DVD & Blu-ray Combo w/ Digital Copy);Universal;14.98;UR;Comedy;2012-03-13
266885;American Werewolf In London (Universal/ Full Moon Edition/ Blu-ray);Universal;19.98;R;Horror;2014-09-02
256323;American Werewolf In London (Universal/ Full Moon Edition/ Blu-ray/ Academy Slipcase);Universal;19.98;R;Horror;2014-01-28
165190;American Werewolf In London (Universal/ Full Moon Edition/ Blu-ray/ Old Version/ 2009 Release);Universal;19.98;R;Horror;2009-09-15
171839;American Werewolf In London (Universal/ Full Moon Edition/ Blu-ray/ Old Version/ 2010 Release);Universal;26.98;R;Horror;2010-02-02
202935;American: The Bill Hicks Story (Blu-ray);BBC Home Video;29.99;NR;Documentary;2011-06-07
263813;Americanization Of Emily (Archive Collection/ On Demand DVD-R/ Blu-ray);Warner Brothers Digital Dist.;21.99;NR;Comedy;2014-03-11
250173;Americano (1955/ Blu-ray);Olive Films;29.95;NR;Western;2013-09-24
232550;Americano (2011/ Blu-ray);MPI;29.98;NR;Drama;2012-10-30
256521;Americans: The Complete 1st Season (Blu-ray);Fox;39.98;NR;TV Classics;2014-02-11
219389;Amish: The American Experience (Blu-ray);PBS;29.99;NR;Documentary;2012-02-28
259223;Amistad (Blu-ray);DreamWorks;21.99;R;Drama;2014-05-06
216495;Amityville Haunting (Blu-ray);Asylum Home Entertainment;24.95;NR;Horror;2011-12-27
211944;Amityville Horror (1979/ Blu-ray);MGM/UA;16.99;R;Horror;2011-09-13
119227;Amityville Horror (1979/ Blu-ray/ Old Version);MGM/UA;16.99;R;Horror;2008-10-07
186729;Amityville Horror (2005/ Widescreen/ DVD & Blu-ray Combo/ Blu-ray Case);MGM/UA;24.99;R;Horror;2010-09-14
186767;Amityville Horror (2005/ Widescreen/ DVD & Blu-ray Combo/ DVD Case);MGM/UA;24.99;R;Horror;2010-09-14
